Date,Age,Gender,City,City (Updated),Tier,Occupation,Other Occupation,CRY Source,Other CRY Source,Volunteering Location Preference,Changed/Unchanged
06/09/2025,17.0,Female,Jamshedpur,Jamshedpur,,College/University Student,,Others,,Kolkata,Unchanged
06/09/2025,31.0,Female,Kolkata ,Kolkata,,Home Maker,,Online ads and Posts,,Kolkata,Unchanged
06/09/2025,19.0,Female,Berhampur,Berhampur,,College/University Student,,Online ads and Posts,,Kolkata,Unchanged
06/09/2025,25.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
06/09/2025,17.0,Male,Indore,Indore,,College/University Student,,CRY Website,,Kolkata,Unchanged
06/09/2025,17.0,Female,Kolkata,Kolkata,,School Student,,Others,,Kolkata,Unchanged
06/08/2025,26.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
06/07/2025,16.0,Female,Kolkata ,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
06/07/2025,21.0,Female,Chandrakona road,Chandrakona Road,,Other,Completed 12th standard ,Social Media Sites,,Kolkata,Unchanged
06/05/2025,27.0,Male,Kolkata,Kolkata,,Working Professional,,CRY Volunteers/Interns,,Kolkata,Unchanged
06/04/2025,18.0,Female,Kolkata,Kolkata,,College/University Student,,Family/Friend,,Kolkata,Unchanged
06/04/2025,18.0,Female,Kolkata,Kolkata,,College/University Student,,Family/Friend,,Kolkata,Unchanged
06/03/2025,35.0,Male,Srinagar,Srinagar,,Working Professional,,CRY Volunteers/Interns,,Kolkata,Unchanged
06/03/2025,15.0,Female,Ranchi,Ranchi,,School Student,,CRY Website,,Kolkata,Unchanged
06/02/2025,19.0,Female,Krishnanagar,Krishnanagar,,College/University Student,,Online ads and Posts,,Kolkata,Unchanged
06/02/2025,23.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
06/02/2025,25.0,Female,Kolkata ,Kolkata,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
06/02/2025,24.0,Female,Kolkata,Kolkata,,Other,Preparing for competitive exams,CRY Website,,Kolkata,Unchanged
06/02/2025,34.0,Female,Kolkata ,Kolkata,,Personal Business,,CRY Website,,Kolkata,Unchanged
06/01/2025,16.0,Female,Kolkata ,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
06/01/2025,13.0,Female,Kolkata,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/31/2025,20.0,Male,Kalyani,Kalyani,,School Student,,CRY Website,,Kolkata,Unchanged
05/31/2025,19.0,Female,Ranchi,Ranchi,,College/University Student,,Others,,Kolkata,Unchanged
05/31/2025,18.0,Male,Surat,Surat,,School Student,,Family/Friend,,Kolkata,Unchanged
05/30/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/29/2025,18.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/29/2025,36.0,Female,Kolkata,Kolkata,,Other,looking for a job,CRY Website,,Kolkata,Unchanged
05/29/2025,21.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/28/2025,29.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/28/2025,27.0,Male,Bhubaneswar,Bhubaneswar,,Working Professional,,Family/Friend,,Kolkata,Unchanged
05/27/2025,18.0,Male,Kolkata,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/27/2025,24.0,Female,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/27/2025,19.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/26/2025,18.0,Male,Bokaro,Bokaro,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/26/2025,31.0,Female,Bongaon,Bongaon,,Working Professional,,Online ads and Posts,,Kolkata,Unchanged
05/26/2025,18.0,Female,Kolkata ,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/26/2025,19.0,Female,Ranchi,Ranchi,,College/University Student,,Others,,Kolkata,Unchanged
05/26/2025,38.0,Female,Kolkata,Kolkata,,Working Professional,,Family/Friend,,Kolkata,Unchanged
05/26/2025,17.0,Female,Kolkata ,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/25/2025,21.0,Male,Budge Budge,Budge Budge,,Other,Completed Graduation in 2024; Currently in a gap year preparing for CAT and gaining relevant skills.,CRY Website,,Kolkata,Unchanged
05/25/2025,25.0,Female,Bhubaneswar ,Bhubaneswar,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
05/25/2025,22.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/25/2025,21.0,Female,Bhadreswar ,Bhadreswar,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/24/2025,56.0,Female,Kolkata,Kolkata,,Other,English Teacher with 18 years experience currently on career break,Family/Friend,,Kolkata,Unchanged
05/24/2025,21.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/24/2025,22.0,Female,Keonjhar,Keonjhar,,College/University Student,,Others,,Kolkata,Unchanged
05/24/2025,22.0,Female,Keonjhar,Keonjhar,,College/University Student,,Others,,Kolkata,Unchanged
05/24/2025,16.0,Female,Kolkata,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/24/2025,21.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/24/2025,17.0,Male,Bhubnaswar,Bhubnaswar,,School Student,,CRY Website,,Kolkata,Unchanged
05/24/2025,22.0,Female,Kolkata ,Kolkata,,College/University Student,,Others,,Kolkata,Unchanged
05/24/2025,21.0,Female,Chinsurah ,Chinsurah,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/23/2025,28.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/23/2025,24.0,Female,Kolkata,Kolkata,,College/University Student,,Others,,Kolkata,Unchanged
05/23/2025,24.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Volunteers/Interns,,Kolkata,Unchanged
05/23/2025,23.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/23/2025,20.0,Male,Digha,Digha,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/23/2025,16.0,Female,Kolkata,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/22/2025,23.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/22/2025,23.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/22/2025,22.0,Male,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/22/2025,19.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/22/2025,22.0,Male,Barasat,Barasat,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/22/2025,21.0,Male,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/22/2025,21.0,Male,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/22/2025,19.0,Female,Jamshedpur,Jamshedpur,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/21/2025,22.0,Female,SELECT,Select,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
05/21/2025,23.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/21/2025,21.0,Male,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/21/2025,22.0,Female,Kolkata ,Kolkata,,Personal Business,,Social Media Sites,,Kolkata,Unchanged
05/21/2025,22.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/21/2025,60.0,Male,Burdwan,Burdwan,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
05/21/2025,19.5,Male,Supaul,Supaul,,College/University Student,,Others,,Kolkata,Unchanged
05/21/2025,34.0,Female,Howrah,Howrah,,Working Professional,,Family/Friend,,Kolkata,Unchanged
05/20/2025,21.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Volunteers/Interns,,Kolkata,Unchanged
05/20/2025,18.0,Female,Kolkata,Kolkata,,Other,Upcoming law student ,CRY Website,,Kolkata,Unchanged
05/20/2025,18.0,Female,Kolkata,Kolkata,,Other,Upcoming law student ,CRY Website,,Kolkata,Unchanged
05/20/2025,25.0,Female,Kolkata,Kolkata,,Other,Fresher,Online ads and Posts,,Kolkata,Unchanged
05/19/2025,23.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/19/2025,22.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/19/2025,29.0,Male,Kolkata,Kolkata,,College/University Student,,Others,,Kolkata,Unchanged
05/19/2025,40.0,Female,Rahara,Rahara,,Home Maker,,CRY Website,,Kolkata,Unchanged
05/19/2025,22.0,Female,Janai,Janai,,Other,Fresher ,Social Media Sites,,Kolkata,Unchanged
05/19/2025,19.0,Female,SILIGURI,Siliguri,,College/University Student,,CRY Volunteers/Interns,,Kolkata,Unchanged
05/19/2025,18.0,Female,Kolkata ,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/18/2025,20.0,Female,Bolpur,Bolpur,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/18/2025,21.0,Male,JAMSHEDPUR,Jamshedpur,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/18/2025,25.0,Male,Kolkata,Kolkata,,Personal Business,,Social Media Sites,,Kolkata,Unchanged
05/17/2025,17.0,Male,Kolkata,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/17/2025,19.0,Female,siliguri,Siliguri,,College/University Student,,CRY Volunteers/Interns,,Kolkata,Unchanged
05/17/2025,25.0,Female,Kolkata,Kolkata,,Other, Fresher. Job aspirant,CRY Website,,Kolkata,Unchanged
05/16/2025,20.0,Female,Jamnagar,Jamnagar,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/16/2025,58.0,Male,Kolkata ,Kolkata,,Retired,,CRY Website,,Kolkata,Unchanged
05/16/2025,25.0,Male,SHEORAPHULI,Sheoraphuli,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/16/2025,19.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/16/2025,31.0,Female,Kolkata,Kolkata,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
05/16/2025,24.0,Female,Malkangiri,Malkangiri,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/16/2025,19.0,Male,Dhemaji,Dhemaji,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/15/2025,38.0,Male,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/15/2025,23.0,Female,Patna,Patna,,Other,Preparing for management exams,Online ads and Posts,,Kolkata,Unchanged
05/15/2025,25.0,Male,Kolkata,Kolkata,,Personal Business,,Others,,Kolkata,Unchanged
05/14/2025,58.0,Male,Kolkata ,Kolkata,,Other,Freelance ,CRY Website,,Kolkata,Unchanged
05/14/2025,34.0,Male,Lohardaga Jharkhand,Lohardaga Jharkhand,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/14/2025,17.0,Female,Kolkata,Kolkata,,College/University Student,,Family/Friend,,Kolkata,Unchanged
05/14/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/14/2025,18.0,Female,Kolkata ,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/13/2025,18.0,Male,Newtown,Newtown,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/13/2025,16.0,Female,Guwahati,Guwahati,,School Student,,Others,,Kolkata,Unchanged
05/13/2025,17.0,Male,Nawada,Nawada,,School Student,,Others,,Kolkata,Unchanged
05/13/2025,38.0,Male,Bhubaneswar,Bhubaneswar,,Other,Teacher,CRY Website,,Kolkata,Unchanged
05/13/2025,22.0,Male,Kolkata,Kolkata,,College/University Student,,Others,,Kolkata,Unchanged
05/12/2025,26.0,Female,Hyderabad,Hyderabad,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
05/12/2025,19.0,Male,Bokaro,Bokaro,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/12/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,Family/Friend,,Kolkata,Unchanged
05/12/2025,22.0,Male,Kolkata ,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/11/2025,18.0,Female,Kolkata,Kolkata,,College/University Student,,Others,,Kolkata,Unchanged
05/11/2025,20.0,Female,Cuttack,Cuttack,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/11/2025,21.0,Female,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/10/2025,22.0,Male,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/10/2025,44.0,Male,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/10/2025,22.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/10/2025,19.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/10/2025,19.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/10/2025,19.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/10/2025,16.0,Male,Kolkata,Kolkata,,School Student,,Family/Friend,,Kolkata,Unchanged
05/10/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/09/2025,18.0,Female,Kolkata ,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/09/2025,23.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/09/2025,23.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Volunteers/Interns,,Kolkata,Unchanged
05/09/2025,23.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Volunteers/Interns,,Kolkata,Unchanged
05/09/2025,14.0,Female,Kolkata,Kolkata,,School Student,,Social Media Sites,,Kolkata,Unchanged
05/08/2025,21.0,Female,Kolkata ,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/08/2025,26.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/08/2025,17.0,Male,Ahmedabad,Ahmedabad,,School Student,,CRY Website,,Kolkata,Unchanged
05/08/2025,18.0,Female,Kolkata ,Kolkata,,College/University Student,,Others,,Kolkata,Unchanged
05/08/2025,23.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/08/2025,23.0,Female,HOOGHLY,Hooghly,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/08/2025,13.0,Female,Kolkata,Kolkata,,School Student,,Family/Friend,,Kolkata,Unchanged
05/08/2025,20.0,Female,Kolkata ,Kolkata,,College/University Student,,Online ads and Posts,,Kolkata,Unchanged
05/08/2025,22.0,Female,Kalyani,Kalyani,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/07/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Volunteers/Interns,,Kolkata,Unchanged
05/07/2025,39.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/07/2025,17.0,Female,Kolkata ,Kolkata,,School Student,,Others,,Kolkata,Unchanged
05/06/2025,16.0,Female,Thane Central,Thane Central,,School Student,,Family/Friend,,Kolkata,Unchanged
05/06/2025,16.0,Female,Thane Central,Thane Central,,School Student,,Family/Friend,,Kolkata,Unchanged
05/06/2025,31.0,Female,Howrah,Howrah,,Home Maker,,Others,,Kolkata,Unchanged
05/06/2025,27.0,Female,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/06/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/06/2025,21.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/05/2025,25.0,Female,Kolkata,Kolkata,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
05/05/2025,19.0,Female,Calcutta,Kolkata,,College/University Student,,CRY Website,,Kolkata,Changed
05/04/2025,25.0,Female,Purulia ,Purulia,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/04/2025,25.0,Female,Jamshedpur,Jamshedpur,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/04/2025,32.0,Male,HOOGHLY,Hooghly,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/04/2025,20.0,Female,North Parganas,North Parganas,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
05/03/2025,18.0,Female,Kolkata ,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/03/2025,16.0,Female,Kolkata,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/03/2025,28.0,Male,Kolkata,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
05/03/2025,16.0,Female,Patna,Patna,,School Student,,Social Media Sites,,Kolkata,Unchanged
05/03/2025,25.0,Female,Howrah,Howrah,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/03/2025,16.0,Female,Bihar,Bihar,,School Student,,Social Media Sites,,Kolkata,Unchanged
05/03/2025,16.0,Female,Bihar,Bihar,,School Student,,Social Media Sites,,Kolkata,Unchanged
05/02/2025,26.0,Male,Kolkata,Kolkata,,Personal Business,,CRY Website,,Kolkata,Unchanged
05/02/2025,18.0,Male,Kolkata ,Kolkata,,School Student,,CRY Website,,Kolkata,Unchanged
05/02/2025,27.0,Male,Bongaigaon,Bongaigaon,,Other,Social workers ,CRY Website,,Kolkata,Unchanged
05/02/2025,21.0,Female,Bhubaneswar,Bhubaneswar,,College/University Student,,Family/Friend,,Kolkata,Unchanged
05/02/2025,18.0,Male,Kolkata,Kolkata,,School Student,,Social Media Sites,,Kolkata,Unchanged
05/02/2025,21.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/02/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
05/01/2025,26.0,Male,Durgapur ,Durgapur,,Other,On a career break,CRY Website,,Kolkata,Unchanged
04/30/2025,18.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
04/30/2025,17.0,Male,Patamda Jamshedpur ,Jamshedpur,,School Student,,CRY Website,,Kolkata,Changed
04/30/2025,19.0,Male,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
04/30/2025,19.0,Male,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
04/30/2025,19.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Staff,,Kolkata,Unchanged
04/30/2025,23.0,Male,Kolkata ,Kolkata,,Working Professional,,CRY Website,,Kolkata,Unchanged
04/30/2025,17.0,Female,Kolkata,Kolkata,,College/University Student,,Others,,Kolkata,Unchanged
04/30/2025,20.0,Male,Kolkata,Kolkata,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
04/29/2025,24.0,Male,Kolkata,Kolkata,,Working Professional,,Family/Friend,,Kolkata,Unchanged
04/29/2025,17.0,Male,Asansol,Asansol,,School Student,,Family/Friend,,Kolkata,Unchanged
04/29/2025,17.0,Female,Amritsar ,Amritsar,,School Student,,Social Media Sites,,Kolkata,Unchanged
04/29/2025,29.0,Male,Bankura,Bankura,,College/University Student,,CRY Website,,Kolkata,Unchanged
04/29/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Volunteers/Interns,,Kolkata,Unchanged
04/28/2025,22.0,Male,Kolkata ,Kolkata,,Other,Preparing for UPSC examination ,CRY Website,,Kolkata,Unchanged
04/28/2025,26.0,Female,Kharagpur,Kharagpur,,Working Professional,,Family/Friend,,Kolkata,Unchanged
04/28/2025,30.0,Male,Kolkata,Kolkata,,Personal Business,,Social Media Sites,,Kolkata,Unchanged
04/27/2025,29.0,Male,Dharmanagar,Dharmanagar,,Working Professional,,Social Media Sites,,Kolkata,Unchanged
04/27/2025,21.0,Male,Durgapur,Durgapur,,College/University Student,,CRY Website,,Kolkata,Unchanged
04/27/2025,16.0,Female,Bokaro,Bokaro,,School Student,,CRY Website,,Kolkata,Unchanged
04/26/2025,16.0,Female,Saharsa,Saharsa,,School Student,,Social Media Sites,,Kolkata,Unchanged
04/26/2025,16.0,Male,Arambagh ,Arambagh,,School Student,,Social Media Sites,,Kolkata,Unchanged
04/26/2025,20.0,Female,Kolkata,Kolkata,,School Student,,Family/Friend,,Kolkata,Unchanged
04/25/2025,23.0,Female,Patna,Patna,,Other,Preparing for competitive exam,Social Media Sites,,Kolkata,Unchanged
04/25/2025,25.0,Male,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
04/25/2025,21.0,Male,Bhubaneswar,Bhubaneswar,,College/University Student,,Social Media Sites,,Kolkata,Unchanged
04/24/2025,21.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Website,,Kolkata,Unchanged
04/24/2025,22.0,Male,Sribhumi,Sribhumi,,College/University Student,,CRY Website,,Kolkata,Unchanged
04/23/2025,20.0,Female,Kolkata,Kolkata,,College/University Student,,CRY Volunteers/Interns,,Kolkata,Unchanged
04/23/2025,19.0,Female,Calcutta,Kolkata,,College/University Student,,CRY Website,,Kolkata,Changed
04/23/2025,29.0,Female,Maheshtala,Maheshtala,,Personal Business,,CRY Website,,Kolkata,Unchanged
